entityId,clicks,impressions,CTR
0,1,704872,0
0,3,569340,0
0,3,568971,0
0,3,568898,0
0,3,561357,0
0,3,568759,0
0,1,696423,0
0,1,697232,0
0,3,559175,0
0,1,699892,0
0,3,558750,0
0,1,690734,0
0,1,683357,0
0,3,555003,0
0,1,660666,0
0,3,554331,0
0,3,598950,0
0,1,703403,0
0,2,557520,0
0,1,511459,0
0,1,736385,0
0,1,735815,0
0,1,624916,0
0,1,589646,0
0,1,742563,0
0,3,597672,0
0,3,596170,0
0,3,448797,0
0,3,595619,0
0,3,446035,0
0,3,441660,0
0,1,475017,0
0,3,474833,0
0,3,473786,0
0,3,466590,0
0,3,471167,0
0,3,455469,0
0,3,440137,0
0,3,428742,0
0,3,427095,0
0,3,426194,0
0,4,423088,0
0,3,422906,0
0,3,422597,0
0,3,421306,0
0,3,412283,0
0,3,437665,0
0,3,411246,0
0,4,437167,0
0,3,436992,0
0,3,435162,0
0,3,403196,0
0,3,400595,0
0,3,366194,0
0,2,356293,0
0,3,338867,0
0,2,336622,0
0,3,710018,0
0,1,713631,0
0,1,712060,0
0,3,709897,0
0,3,709714,0
0,1,747780,0
0,1,620652,0
0,3,708534,0
0,3,707927,0
0,4,706757,0
0,4,726575,0
0,5,726000,0
0,1,714094,0
0,5,725745,0
0,2,628231,0
0,2,628223,0
0,3,628197,0
0,2,628115,0
0,2,628044,0
0,1,750036,0
0,2,628040,0
0,1,748347,0
0,1,699619,0
0,2,627932,0
0,2,627833,0
0,2,627818,0
0,2,627727,0
0,2,627690,0
0,2,627716,0
0,2,627550,0
0,2,627540,0
0,2,627403,0
0,2,627399,0
0,2,627387,0
0,2,627348,0
0,2,627197,0
0,2,627195,0
0,2,627177,0
0,1,611897,0
0,1,684749,0
0,2,627164,0
0,3,627088,0
0,2,626969,0
0,1,583467,0
0,2,626466,0
0,2,626402,0
0,2,626375,0
0,7,626356,0
0,1,731734,0
0,1,620563,0
0,1,715625,0
0,2,626348,0
0,2,626319,0
0,3,626106,0
0,2,626101,0
0,2,626093,0
0,1,523245,0
0,2,625837,0
0,2,625811,0
0,2,625791,0
0,1,555930,0
0,1,556582,0
0,1,560811,0
0,2,625677,0
0,2,625687,0
0,2,625560,0
0,2,625551,0
0,2,625251,0
0,2,625113,0
0,2,625181,0
0,2,625164,0
0,3,624678,0
0,2,624587,0
0,1,562559,0
0,2,589533,0
0,2,589657,0
0,2,566007,0
0,2,571603,0
0,2,570387,0
0,2,571868,0
0,2,553737,0
0,2,603225,0
0,2,607300,0
0,3,595831,0
0,2,523435,0
0,2,525575,0
1,0,763292,100
0,2,583261,0
0,3,644988,0
0,3,691299,0
0,3,689036,0
0,3,747450,0
0,3,647556,0
0,3,750695,0
0,3,583856,0
0,3,757303,0
0,3,582614,0
0,3,586650,0
0,3,570908,0
0,3,700854,0
0,3,642160,0
0,3,688921,0
0,3,755990,0
0,3,629764,0
0,3,528960,0
0,3,719588,0
0,3,601875,0
0,3,558979,0
0,3,588474,0
1,3,647634,33.33333333333333
0,3,724472,0
0,3,743166,0
0,3,628190,0
0,3,712695,0
0,3,625669,0
0,3,761106,0
0,3,758988,0
0,3,691364,0
0,3,747141,0
0,3,748539,0
0,3,748174,0
0,3,759575,0
0,3,765346,0
0,3,757401,0
0,3,759100,0
0,3,758914,0
0,3,762076,0
0,3,757506,0
0,3,761204,0
0,3,759135,0
0,3,757397,0
0,3,747796,0
0,3,767145,0
0,3,765189,0
0,3,759776,0
0,3,761538,0
0,3,762924,0
0,3,763402,0
0,5,763044,0
0,3,746925,0
0,3,765750,0
0,3,759978,0
0,5,770097,0
0,1,723735,0
0,1,670887,0
0,1,749401,0
0,1,716946,0
0,1,620907,0
0,1,694273,0
0,1,615862,0
0,2,769592,0
0,1,768011,0
0,1,698366,0
0,1,725082,0
0,1,681282,0
0,1,593998,0
0,1,722221,0
0,1,650074,0
0,1,716406,0
0,1,713671,0
0,1,737696,0
0,1,725258,0
0,1,730097,0
0,1,735863,0
0,1,723853,0
0,1,749634,0
0,1,590397,0
0,1,750504,0
0,1,747725,0
0,1,649999,0
0,3,768453,0
0,1,746104,0
0,1,722409,0
0,1,621253,0
0,1,651349,0
0,1,607865,0
0,1,660117,0
0,1,672264,0
0,1,592049,0
0,1,672198,0
0,1,580856,0
0,1,742740,0
0,1,742728,0
0,1,738393,0
0,1,725516,0
0,1,738147,0
0,1,704432,0
0,1,704442,0
0,1,736382,0
0,1,710856,0
0,1,721384,0
0,1,630599,0
0,1,396994,0
0,1,768207,0
0,1,677209,0
0,1,689284,0
0,1,725493,0
0,1,542080,0
0,1,531683,0
0,1,346651,0
0,1,524536,0
0,1,534331,0
0,2,672683,0
0,1,532571,0
0,2,671259,0
0,2,671129,0
0,2,668401,0
0,2,667637,0
0,2,667624,0
0,1,717771,0
0,1,692839,0
0,1,686732,0
0,1,677143,0
0,2,678488,0
0,1,675509,0
0,1,658553,0
0,1,687272,0
0,1,658468,0
0,1,687153,0
0,1,679839,0
0,1,567350,0
0,1,565077,0
0,1,678798,0
0,2,567333,0
0,3,590018,0
0,2,589787,0
0,2,586694,0
0,1,585813,0
0,2,585415,0
0,1,584320,0
0,3,580266,0
0,3,594383,0
0,3,594126,0
0,4,594098,0
0,2,590924,0
0,2,576770,0
0,2,579233,0
0,2,576403,0
0,4,575283,0
0,3,574749,0
0,1,558036,0
0,1,569026,0
0,1,556346,0
0,1,597578,0
0,1,595820,0
0,1,595604,0
0,3,595278,0
0,4,449433,0
0,2,467918,0
0,4,440889,0
0,2,309032,0
0,3,418838,0
0,2,295261,0
0,2,150118,0
0,1,313875,0
0,2,236154,0
0,1,302638,0
0,2,307614,0
0,1,294975,0
0,2,271292,0
0,2,321581,0
0,1,252319,0
0,1,305865,0
0,1,280303,0
0,2,307105,0
0,2,236326,0
0,2,232023,0
0,1,255028,0
0,1,263356,0
0,1,321321,0
0,2,250626,0
0,1,245996,0
0,2,201548,0
0,1,344299,0
0,1,377952,0
0,2,392981,0
0,1,378330,0
0,3,623462,0
0,3,625597,0
0,6,767425,0
0,6,770359,0
0,6,769889,0
0,2,767866,0
0,4,765907,0
0,3,768705,0
0,4,769395,0
0,5,765853,0
0,4,770424,0
0,4,769085,0
0,2,769968,0
0,5,767740,0
0,4,764696,0
1,3,769799,33.33333333333333
0,2,769529,0
0,3,768704,0
0,2,769941,0
0,3,768480,0
0,2,768948,0
0,2,769985,0
0,3,768061,0
0,2,767432,0
0,2,768769,0
0,2,769408,0
0,2,768726,0
0,2,767565,0
0,1,769425,0
0,1,768549,0
0,1,769405,0
0,1,767532,0
0,1,766085,0
0,1,767640,0
0,1,767680,0
0,1,770092,0
0,2,767900,0
0,2,768481,0
0,1,767401,0
0,1,768723,0
0,1,765421,0
0,2,766779,0
0,1,766945,0
0,1,766456,0
0,1,765474,0
0,1,766391,0
0,1,768249,0
0,1,765310,0
0,1,765506,0
0,1,766273,0
0,1,768013,0
0,1,768358,0
0,1,765831,0
0,1,768495,0
0,1,766799,0
0,1,766083,0
0,1,768440,0
0,1,765491,0
0,1,742253,0
0,1,691814,0
0,1,765459,0
0,1,766309,0
0,1,766910,0
0,3,700339,0
0,2,686583,0
0,3,728075,0
0,3,684655,0
0,3,684840,0
0,2,602202,0
0,2,608473,0
0,3,531155,0
0,4,643985,0
0,2,581306,0
0,2,629248,0
0,2,629150,0
0,2,736003,0
0,2,739481,0
0,2,730949,0
0,2,616885,0
0,2,591577,0
0,2,736918,0
1,1,710662,100
0,1,706682,0
1,1,760471,100
0,1,753787,0
1,0,537207,100
0,2,257315,0
0,4,563354,0
0,5,562522,0
1,1,545048,100
0,1,769403,0
1,0,759378,100
0,1,752034,0
0,1,769623,0
0,3,589212,0
0,2,767208,0
0,4,590275,0
0,4,590213,0
0,4,589199,0
0,1,767036,0
0,1,768778,0
0,1,768747,0
0,4,589096,0
0,4,588519,0
0,1,767646,0
0,1,768284,0
0,1,769366,0
0,1,766187,0
0,2,767845,0
0,1,768002,0
0,1,769741,0
0,4,586307,0
0,4,585834,0
0,4,584975,0
0,5,583678,0
0,3,583951,0
0,4,581839,0
0,4,583490,0
0,4,580988,0
0,4,580913,0
0,4,580223,0
0,4,580027,0
0,5,579987,0
1,5,594910,20
0,4,594835,0
0,5,593408,0
0,5,593261,0
0,5,593336,0
0,5,593767,0
0,4,593205,0
0,3,590868,0
0,3,590617,0
0,3,579206,0
0,3,579476,0
0,3,578977,0
0,3,578778,0
0,4,578297,0
0,4,577663,0
0,3,577651,0
0,4,577587,0
0,4,577530,0
0,5,577257,0
0,4,577358,0
0,7,575371,0
0,4,576177,0
0,6,575267,0
0,4,602673,0
0,6,604118,0
0,6,575229,0
0,8,604477,0
0,4,600927,0
0,2,450787,0
0,3,421810,0
0,3,439281,0
0,4,574353,0
0,2,443716,0
0,2,447286,0
0,2,393993,0
0,3,419047,0
0,3,411887,0
0,2,332557,0
0,2,328795,0
0,3,292116,0
0,3,299609,0
0,5,222374,0
0,3,258619,0
0,3,210955,0
0,2,401785,0
0,2,464052,0
0,2,268420,0
0,2,614346,0
0,2,691127,0
0,2,711277,0
0,2,591934,0
0,2,739565,0
0,2,641855,0
0,2,667449,0
0,2,506163,0
0,2,614286,0
0,4,577876,0
0,2,672590,0
0,3,578713,0
0,4,579470,0
0,4,581433,0
0,4,584227,0
0,4,587450,0
0,4,581856,0
0,5,593991,0
0,3,598161,0
0,3,603482,0
0,2,553358,0
0,3,611648,0
0,3,608798,0
0,2,561194,0
0,2,561566,0
0,4,564435,0
0,3,570031,0
0,3,564286,0
0,4,565024,0
0,4,572947,0
0,3,575864,0
0,5,575737,0
0,4,575688,0
0,2,538582,0
0,2,542214,0
0,2,539769,0
1,2,541201,50
0,2,541038,0
0,2,625290,0
0,2,629388,0
0,1,760443,0
0,4,629720,0
0,2,630882,0
0,1,763017,0
0,1,743646,0
0,1,743537,0
0,1,743568,0
0,1,733706,0
0,1,765118,0
0,1,763704,0
0,1,763833,0
0,5,763907,0
0,1,762266,0
0,2,624521,0
0,1,747583,0
0,2,624301,0
0,2,624498,0
0,2,624223,0
0,2,624127,0
0,2,624187,0
0,2,624096,0
0,2,623860,0
0,1,761228,0
0,1,747812,0
0,2,623821,0
0,1,747174,0
0,2,623681,0
0,8,623644,0
0,3,623619,0
0,2,623204,0
0,1,749694,0
0,1,253409,0
0,1,257193,0
0,1,249016,0
0,1,249410,0
0,1,252856,0
0,1,249237,0
0,1,252314,0
0,1,251104,0
0,1,249078,0
0,1,247705,0
0,1,239899,0
0,1,762135,0
0,1,754821,0
0,1,761872,0
0,1,743013,0
0,1,743493,0
0,1,764024,0
0,1,760240,0
0,1,751888,0
0,1,762548,0
0,1,720532,0
0,1,761994,0
0,1,758676,0
0,1,762592,0
0,1,761789,0
0,1,763628,0
0,1,756900,0
0,1,757761,0
0,1,765128,0
0,1,763779,0
0,1,757677,0
0,1,672322,0
0,1,764865,0
0,1,764610,0
0,1,763745,0
0,1,762609,0
0,1,762562,0
0,1,762067,0
0,1,687506,0
0,1,753677,0
0,1,749321,0
0,1,747020,0
0,1,765126,0
0,1,762664,0
0,1,753090,0
0,4,763738,0
0,1,764188,0
0,1,761893,0
0,5,762730,0
0,1,762622,0
0,1,765088,0
0,1,764807,0
2,0,704046,100
0,4,769180,0
0,4,768337,0
0,3,767688,0
0,4,769747,0
0,4,771874,0
0,4,770213,0
0,5,769708,0
0,3,769402,0
0,3,767630,0
0,5,768674,0
0,4,769115,0
0,3,768766,0
2,4,765874,50
0,4,764950,0
0,4,769169,0
0,4,769813,0
0,3,763695,0
0,3,769806,0
0,3,769803,0
0,5,761047,0
0,3,767626,0
0,4,766506,0
0,3,765473,0
0,4,761486,0
0,3,760967,0
0,3,769899,0
0,3,761167,0
2,3,767941,66.66666666666666
0,5,768185,0
0,3,746808,0
0,5,770036,0
0,3,745651,0
0,3,765956,0
0,3,748855,0
0,4,767915,0
0,5,768917,0
0,4,767655,0
0,4,769843,0
0,3,768995,0
0,3,748529,0
0,4,764068,0
0,4,766293,0
0,3,754188,0
0,4,769586,0
0,3,768583,0
0,5,769017,0
0,3,768568,0
0,3,752412,0
0,3,767287,0
0,4,760328,0
0,5,770013,0
0,3,758558,0
0,3,758359,0
0,4,750476,0
0,3,766835,0
0,3,596062,0
0,3,597563,0
0,3,438382,0
0,3,437785,0
0,3,439784,0
0,3,435592,0
0,2,432211,0
0,3,432159,0
0,2,431206,0
0,3,445604,0
0,3,447037,0
0,3,442093,0
0,4,414566,0
0,3,452104,0
0,3,413609,0
0,3,421263,0
0,3,421160,0
0,3,402387,0
0,1,399503,0
0,3,723356,0
0,3,722480,0
0,3,728081,0
0,4,726139,0
0,4,725367,0
0,4,726450,0
0,4,710561,0
0,4,716426,0
0,2,738083,0
0,2,704569,0
0,2,653151,0
0,1,729347,0
0,2,652527,0
0,2,651442,0
0,2,651299,0
0,2,649326,0
0,2,649790,0
0,2,647271,0
0,2,648312,0
0,2,643344,0
0,2,628495,0
0,2,642043,0
0,2,631547,0
0,2,640685,0
0,2,630564,0
0,2,621792,0
0,1,619694,0
0,1,617690,0
0,2,603794,0
0,2,601764,0
0,1,519586,0
0,1,518074,0
0,1,486321,0
0,1,516102,0
0,1,479511,0
0,3,505578,0
0,1,651430,0
0,1,721799,0
0,1,717581,0
0,1,657753,0
0,1,701788,0
0,1,599779,0
0,1,712378,0
0,1,751466,0
0,1,713683,0
0,1,701212,0
0,1,763988,0
0,1,677931,0
0,1,732289,0
0,1,649880,0
0,1,740818,0
0,1,740181,0
0,1,719615,0
0,1,713312,0
0,1,753060,0
0,1,719701,0
0,6,763083,0
0,1,575466,0
0,1,588627,0
0,1,610810,0
0,1,610850,0
0,1,588177,0
0,1,593536,0
0,1,610868,0
0,1,429028,0
0,1,449193,0
0,1,432085,0
0,1,450763,0
0,1,695934,0
0,1,433847,0
0,1,522921,0
0,1,532037,0
0,1,526543,0
0,1,531094,0
0,1,529181,0
0,1,504468,0
0,1,510682,0
0,1,510750,0
0,1,496647,0
0,1,482441,0
0,1,752478,0
0,1,714933,0
0,1,731800,0
0,1,731549,0
0,1,695298,0
0,1,723656,0
1,1,678217,100
0,1,680064,0
0,1,675769,0
0,1,680823,0
0,1,390807,0
0,1,701132,0
0,1,691251,0
0,1,624155,0
0,1,683752,0
0,1,737181,0
0,1,691971,0
0,1,756130,0
0,1,710814,0
0,1,755638,0
0,1,663226,0
0,1,725611,0
0,1,745453,0
0,1,757636,0
0,1,745404,0
0,1,740203,0
0,1,764833,0
0,1,731311,0
0,1,728289,0
0,1,762036,0
0,1,762809,0
0,1,752342,0
0,1,687744,0
0,1,681613,0
0,1,649298,0
0,1,710413,0
0,1,620890,0
0,1,721867,0
0,1,741888,0
0,1,665554,0
0,1,734286,0
0,1,764654,0
0,1,707196,0
0,1,765480,0
0,2,768293,0
0,1,767043,0
0,1,729653,0
0,6,766192,0
0,1,642238,0
0,1,713253,0
0,1,725665,0
0,1,663303,0
0,1,712313,0
0,1,350951,0
0,1,384517,0
0,2,323017,0
0,2,307951,0
0,2,290271,0
0,1,288384,0
0,1,525994,0
0,1,443361,0
0,1,432235,0
0,1,389238,0
0,1,366868,0
0,1,377542,0
0,1,369884,0
0,1,378326,0
0,1,386673,0
0,1,373079,0
0,1,377630,0
0,1,393113,0
0,1,350568,0
0,1,342141,0
0,1,346987,0
0,1,347946,0
0,1,378269,0
0,1,388792,0
0,1,391281,0
0,1,372947,0
0,1,373361,0
0,1,383610,0
0,1,367057,0
0,1,379424,0
0,1,339930,0
0,1,357493,0
0,1,343924,0
0,1,391356,0
0,1,512941,0
1,2,772313,50
0,1,730621,0
0,1,737284,0
0,1,744907,0
0,1,708767,0
0,2,734003,0
0,2,753986,0
0,2,738481,0
0,1,744253,0
0,1,751176,0
0,1,749112,0
0,1,741498,0
0,1,661399,0
0,1,731424,0
0,1,619604,0
0,3,611793,0
